text	channel	feedbackRating	reviewDate	positiveTopicClass	negativeTopicClass	model
Good flavour Very good and easy to use.	amazon.co.uk	5.0	2020-02-10	User Experience		tiny
Great tasting coffee made easy Simple to use and the taste is great. Comes with sample capsules so you can try different types. Really quick to warm up (10 seconds) and great espresso takes 25 seconds. Great for a quick morning kick.	amazon.co.uk	5.0	2019-06-28	Coffee Quality, User Experience, Capsules and Compatibility		tiny
Nice coffee to drink Best coffe machine I love it	amazon.co.uk	5.0	2019-11-03	User Experience		tiny
Better than Nespresso Better than Nespresso	amazon.co.uk	5.0	2019-09-10	Design and Materials		tiny
Perfect Perfect	amazon.co.uk	5.0	2020-01-13	User Experience		tiny
Simplicity I now use it the most often, although it took time to 'settle in'. Next to Lavazza's own coffee, I do like that provided by 'Italian Coffee'. Both work well in this machine.	amazon.co.uk	5.0	2020-06-28	Capsules and Compatibility		tiny
Buy one, you won't regret it. I love this thing. It kicks the arse out of my previous Nespresso. Better flavour and value for money.	amazon.co.uk	5.0	2019-12-30	Price & worth, Coffee Quality, Design and Materials		tiny
Good Item is good , seize of espresso box not standard	amazon.co.uk	5.0	2019-05-31	Coffee Quality		tiny
Easy to use, works really well. I received my order even one day early then the scheduled delivery. The machine works really well, easy to use, easy to clean. Coffe comes rich and creamy.	amazon.co.uk	4.0	2020-04-06	Coffee Quality, User Experience, Services and Logistics		tiny
Lovely machine. Great tasting coffee Great little machine. Consistent coffee. Nit noisy at all and easy to clean	amazon.co.uk	5.0	2020-01-07	Coffee Quality, Machine Performance, User Experience		tiny
amazing product top quality coffee. Cant tell its from a pod	amazon.co.uk	5.0	2019-02-11	Coffee Quality		tiny
A Great 'little' Buy! Bought this for work. I only drink espresso so don't do latte or anything like that. I work at two sites.I have a nespresso machine at home and at one of the places where I work. Bought this as a Black Friday deal for my other work place. Yes it's a bit noisy but the lavazza coffee is pods give great coffee. I'm getting hot well balanced coffee with a proper Italian crema and far far better quality than a Costa or Starbucks or in fact Weatherspoons whose Lavazza coffee is not good. Highly recommended!	amazon.co.uk	5.0	2019-12-04	Coffee Quality, Design and Materials	Machine Performance	tiny
Small and easy coffee pod machine Appearance is neat with small footprint. LaVazza coffee pods have a great taste.	amazon.co.uk	5.0	2019-07-26	Coffee Quality, Design and Materials		tiny
Good Machine Great value for money over Nespresso	amazon.co.uk	5.0	2019-04-18	Price & worth		tiny
superb good	amazon.co.uk	4.0	2020-01-20	User Experience		tiny
Simple to use, small, low profile expresso machine for Lavazza pods. I bought this to replace a Lavazza Fantasia (a much bigger machine which also froths milk) because the heating unit had failed after 3 years of use. As I'm the only person in the home who drinks fresh coffee this much smaller, and cheaper, machine was an ideal replacement. It only makes expresso, but I have a milk jug with a manual frother that I can use if i want to make cappuccino. Expresso is also a good way to go if you are dieting, which I am, as I can then skip the calories in milk. It seems like a good machine so far, which seems to be solidly made.	amazon.co.uk	5.0	2019-11-03	Price & worth, Design and Materials, Brand Awareness	Coffee Quality	tiny
Quality espresso Superior to my Nespresso! Lavazza coffeepods contain more coffee than Nespresso and an espresso is extracted more slowly. Very tasty. This compact machine does vibrate. My coffee machines sit on a small mat which mitigates this somewhat, once the cup starts to fill it stays in place. I purchased this after reading a Which? review which I don’t regret!	amazon.co.uk	4.0	2019-09-22	Coffee Quality	Maintenance and Durability, Machine Performance	tiny
Compact but hold on to your cup! This was too replace my old Modo Mio machine that had given up after several years. I prefer the design of this aesthetically but practically, the cup holder/tray is smooth and too small. I learned this the hard way when my almost full cup of coffee vibrated off and spilt everywhere. I now hold the cup in place as the coffee is made. An annoying ‘niggle’! Otherwise I like the size of the water tank and how easy it is to fill, the small size is perfect and I like the single button to control it.	amazon.co.uk	4.0	2019-08-31	Maintenance and Durability, Design and Materials	Maintenance and Durability, Capsules and Compatibility	tiny
Fast convenient coffee. Good to have if you need an espresso quickly.	amazon.co.uk	4.0	2020-07-25	User Experience		tiny
Très bonne machine6 Good machine. Makes excellent coffee. Affordable capsules and with a wide variety of choices. Delighted with this purchase.	boulanger.com	5.0	2019-11-18	Coffee Quality, Capsules and Compatibility		tiny
Excellente machine à café!!! Very good capsule machine A modo mio, very easy to set up, super fast heating, about fifteen seconds, very easy reservoir filling, a little noisy, but not bothersome. I recommend this coffee machine.	boulanger.com	5.0	2020-04-23	Maintenance and Durability, Design and Materials, User Experience	Machine Performance	tiny
Good value for money Easy to use.	boulanger.com	5.0	2020-01-24	User Experience		tiny
Très bon café ! Compact coffee maker, takes up little space, suitable for small areas. Lavazza coffee is delicious.	boulanger.com	4.0	2020-01-12	Coffee Quality, Design and Materials		tiny
bon rapport qualité prix I am very satisfied because I bought it on sale. Just a little noisy.	boulanger.com	4.0	2020-02-11	User Experience	Machine Performance	tiny
Very good coffee maker Very compact and silent...	boulanger.com	5.0	2020-06-13	Design and Materials, Machine Performance		tiny
Excellente machine a café a dosettes A modo mio Ultra fast heating, 15 seconds, very convenient water tank, almost 1L, I recommend this coffee machine.	boulanger.com	5.0	2019-04-26	Maintenance and Durability, Design and Materials, User Experience		tiny
Très pratique Great machine, Lavazza capsules (a true espresso), only drawback, a bit noisy, but the taste of a real coffee is excellent!	cdiscount.com	4.0	2020-03-10	Coffee Quality		tiny
Top-class coffee machine from Lavazza We got to know and appreciate the Lavazza A Modo Mio coffee machine during our vacation in Italy. It is a very easy-to-use device, you can't go wrong with it. There is a wide range of coffee capsules available in different roasts and flavors. The machine works flawlessly, it just needs to be descaled occasionally. The coffee tastes great and the brewing process is very quick.	amazon.de	5.0	2019-04-11	Coffee Quality, Machine Performance, User Experience, Capsules and Compatibility		tiny
Ok very well	amazon.de	5.0	2020-03-29	User Experience		tiny
Toll The coffee is mega delicious. 2 deductions. The machine is loud at first and the coffee slowly comes out in a very small stream.	amazon.de	5.0	2020-01-02	Coffee Quality	Machine Performance	tiny
Great The coffee machine arrived very quickly. I am very satisfied with the machine and the taste of the coffee is great.	amazon.de	5.0	2020-05-09	Coffee Quality, Services and Logistics		tiny
Qualité de l'extraction A Modo Mio, which I have known for a long time, is for me the capsule system that yields the best result in the cup (slow extraction, coffee quality), with a true crema and not a foam, no matter how fine it may be. This system deserves to be more visible. The machine is very practical: only one button, easy to clean because there is no capsule tray, therefore more hygienic. Short heating time: 25 seconds. It is manual, but that suits me well. It also turns off very quickly if not manually turned off. A blind purchase.	amazon.fr	5.0	2020-05-08	User Experience	Machine Performance	tiny
J adore Best coffee	amazon.fr	4.0	2020-05-23	Coffee Quality		tiny
Impeccable quality / price The coffee is beautifully creamy like much more expensive machines. The cleaning is very simple and with suitable capsules you can also save something.	amazon.it	5.0	2019-04-01	Coffee Quality, User Experience, Capsules and Compatibility		tiny
Review Very noisy, it vibrates even if placed on a solid surface, so the cup moves better to hold it with your hand. For the rest, excellent and beautiful	amazon.it	4.0	2019-07-14	Coffee Quality, Design and Materials	Maintenance and Durability, Machine Performance	tiny
Highly recommended! I must say that I have been on the safe side many friends use this coffee machine and it has absolutely not disappointed my expectations indeed! Highly recommended!	amazon.it	5.0	2020-06-10	Design and Materials		tiny
As expected! Compact, practical, functional. For the price, absolutely recommended!	amazon.it	5.0	2020-02-22	Price & worth, Design and Materials, User Experience		tiny
A real espresso I must say that it is small and at the same time very practical, and it gets warm in 15 s. Wonderful	amazon.it	5.0	2019-05-19	Design and Materials, User Experience		tiny
Great coffee Excellent coffee, machine easy to use, promises kept, recommended!	amazon.it	5.0	2019-09-16	Coffee Quality, Design and Materials, Services and Logistics, User Experience		tiny
Great coffee An easy-to-use household appliance that makes excellent coffee	amazon.it	5.0	2019-04-06	Coffee Quality, User Experience		tiny
Too nice Recommended ...	amazon.it	4.0	2020-07-08	Design and Materials		tiny
takes up little space and fits well anywhere great coffee and easy to use	amazon.it	5.0	2019-08-06	Coffee Quality, User Experience		tiny
coffee machine fine	amazon.it	5.0	2019-01-10	User Experience		tiny
fantastic arrived today, beautiful excellent coffee, I needed it, small the right, but great machine, thanks to amazon, for the recommended punctuality	amazon.it	5.0	2018-04-16	Coffee Quality, Design and Materials		tiny
Great Great product. Thanks to Lavazza I started drinking coffee again. Fixed with espresso machines, I've changed at least a dozen over the years. Now with waffles my wife is happier as she no longer has to pick up coffee on the floor or around the machine. Small, aesthetically beautiful and functional.	amazon.it	5.0	2018-06-30	Brand Awareness, Design and Materials		tiny
Nice design Evolution of the machine I already had. Noisier pump. We'll see how long it will last	amazon.it	4.0	2018-11-24	Maintenance and Durability		tiny
all compatible pods can be used, good flavor and right temperature excellent machine, simple to use, it does its job according to the recommended description	amazon.it	5.0	2020-03-15	Services and Logistics, User Experience		tiny
